source,posted_date,covid_preprint,pdf_downloads
SSRN,03/01/2020,TRUE,53
SSRN,12/01/2020,FALSE,121
SSRN,12/01/2020,FALSE,111
SSRN,22/01/2020,TRUE,1231
SSRN,23/01/2020,TRUE,6497
SSRN,26/01/2020,TRUE,12922
SSRN,26/01/2020,TRUE,328
SSRN,27/01/2020,TRUE,1819
SSRN,29/01/2020,FALSE,576
SSRN,29/01/2020,TRUE,1851
SSRN,31/01/2020,TRUE,333
SSRN,31/01/2020,TRUE,507
SSRN,31/01/2020,TRUE,391
SSRN,03/02/2020,TRUE,693
SSRN,04/02/2020,TRUE,670
SSRN,05/02/2020,TRUE,771
SSRN,05/02/2020,TRUE,709
SSRN,05/02/2020,FALSE,855
SSRN,06/02/2020,FALSE,581
SSRN,06/02/2020,TRUE,739
SSRN,29/01/2020,TRUE,991
SSRN,08/02/2020,FALSE,310
SSRN,10/02/2020,FALSE,56
SSRN,12/02/2020,TRUE,577
SSRN,12/02/2020,TRUE,0
SSRN,12/02/2020,TRUE,255
SSRN,12/02/2020,TRUE,484
SSRN,12/02/2020,TRUE,905
SSRN,12/02/2020,FALSE,178
SSRN,12/02/2020,TRUE,128
SSRN,12/02/2020,TRUE,513
SSRN,12/02/2020,TRUE,337
SSRN,13/02/2020,TRUE,0
SSRN,14/02/2020,TRUE,936
SSRN,14/02/2020,TRUE,339
SSRN,17/02/2020,TRUE,467
SSRN,17/02/2020,TRUE,293
SSRN,17/02/2020,TRUE,203
SSRN,17/02/2020,TRUE,1670
SSRN,17/02/2020,TRUE,586
SSRN,17/02/2020,FALSE,107
SSRN,17/02/2020,TRUE,432
SSRN,17/02/2020,TRUE,1616
SSRN,17/02/2020,TRUE,239
SSRN,17/02/2020,TRUE,259
SSRN,17/02/2020,TRUE,271
SSRN,17/02/2020,TRUE,1008
SSRN,17/02/2020,TRUE,134
SSRN,17/02/2020,TRUE,628
SSRN,17/02/2020,TRUE,250
SSRN,17/02/2020,TRUE,630
SSRN,17/02/2020,TRUE,98
SSRN,18/02/2020,TRUE,0
SSRN,19/02/2020,TRUE,1902
SSRN,19/02/2020,TRUE,819
SSRN,19/02/2020,TRUE,360
SSRN,19/02/2020,TRUE,774
SSRN,19/02/2020,TRUE,2779
SSRN,19/02/2020,TRUE,205
SSRN,19/02/2020,TRUE,388
SSRN,19/02/2020,TRUE,168
SSRN,19/02/2020,TRUE,1891
SSRN,19/02/2020,TRUE,454
SSRN,19/02/2020,FALSE,64
SSRN,19/02/2020,TRUE,83
SSRN,21/02/2020,TRUE,397
SSRN,21/02/2020,TRUE,516
SSRN,21/02/2020,TRUE,405
SSRN,21/02/2020,TRUE,173
SSRN,21/02/2020,TRUE,164
SSRN,21/02/2020,TRUE,102
SSRN,21/02/2020,TRUE,156
SSRN,21/02/2020,TRUE,130
SSRN,21/02/2020,TRUE,428
SSRN,21/02/2020,TRUE,1302
SSRN,21/02/2020,TRUE,121
SSRN,23/02/2020,FALSE,82
SSRN,23/02/2020,TRUE,166
SSRN,23/02/2020,TRUE,471
SSRN,24/02/2020,TRUE,249
SSRN,24/02/2020,TRUE,194
SSRN,24/02/2020,TRUE,123
SSRN,24/02/2020,TRUE,82
SSRN,24/02/2020,TRUE,430
SSRN,24/02/2020,TRUE,165
SSRN,24/02/2020,TRUE,524
SSRN,24/02/2020,TRUE,120
SSRN,24/02/2020,TRUE,444
SSRN,24/02/2020,FALSE,98
SSRN,24/02/2020,TRUE,276
SSRN,24/02/2020,TRUE,135
SSRN,24/02/2020,TRUE,230
SSRN,24/02/2020,TRUE,254
SSRN,24/02/2020,TRUE,446
SSRN,24/02/2020,TRUE,177
SSRN,24/02/2020,TRUE,263
SSRN,24/02/2020,TRUE,97
SSRN,24/02/2020,FALSE,126
SSRN,24/02/2020,TRUE,1880
SSRN,25/02/2020,TRUE,622
SSRN,25/02/2020,TRUE,807
SSRN,26/02/2020,TRUE,6235
SSRN,26/02/2020,TRUE,142
SSRN,26/02/2020,TRUE,434
SSRN,26/02/2020,TRUE,245
SSRN,26/02/2020,TRUE,68
SSRN,26/02/2020,TRUE,114
SSRN,26/02/2020,TRUE,4238
SSRN,26/02/2020,TRUE,88
SSRN,26/02/2020,TRUE,689
SSRN,26/02/2020,TRUE,146
SSRN,27/02/2020,TRUE,204
SSRN,27/02/2020,FALSE,0
SSRN,27/02/2020,TRUE,121
SSRN,28/02/2020,TRUE,1164
SSRN,28/02/2020,TRUE,159
SSRN,28/02/2020,TRUE,104
SSRN,28/02/2020,TRUE,298
SSRN,28/02/2020,TRUE,727
SSRN,28/02/2020,TRUE,804
SSRN,28/02/2020,TRUE,299
SSRN,28/02/2020,TRUE,366
SSRN,28/02/2020,TRUE,2880
SSRN,28/02/2020,TRUE,170
SSRN,28/02/2020,TRUE,194
SSRN,28/02/2020,TRUE,508
SSRN,28/02/2020,TRUE,326
SSRN,28/02/2020,TRUE,680
SSRN,28/02/2020,TRUE,1057
SSRN,28/02/2020,TRUE,422
SSRN,28/02/2020,TRUE,197
SSRN,28/02/2020,TRUE,147
SSRN,28/02/2020,TRUE,214
SSRN,28/02/2020,TRUE,789
SSRN,28/02/2020,TRUE,505
SSRN,28/02/2020,TRUE,140
SSRN,28/02/2020,TRUE,177
SSRN,28/02/2020,TRUE,334
SSRN,28/02/2020,TRUE,277
SSRN,28/02/2020,FALSE,218
SSRN,28/02/2020,TRUE,335
SSRN,28/02/2020,TRUE,690
SSRN,28/02/2020,TRUE,427
SSRN,28/02/2020,FALSE,0
SSRN,28/02/2020,TRUE,1263
SSRN,29/02/2020,FALSE,257
SSRN,29/02/2020,TRUE,491
SSRN,01/03/2020,TRUE,107
SSRN,02/03/2020,FALSE,4
SSRN,02/03/2020,FALSE,287
SSRN,02/03/2020,TRUE,55
SSRN,02/03/2020,TRUE,30
SSRN,02/03/2020,FALSE,90
SSRN,02/03/2020,TRUE,34039
SSRN,03/03/2020,TRUE,1608
SSRN,04/03/2020,FALSE,540
SSRN,04/03/2020,TRUE,253
SSRN,04/03/2020,TRUE,148
SSRN,04/03/2020,TRUE,118
SSRN,04/03/2020,TRUE,310
SSRN,04/03/2020,TRUE,193
SSRN,04/03/2020,TRUE,446
SSRN,04/03/2020,TRUE,151
SSRN,04/03/2020,TRUE,409
SSRN,04/03/2020,TRUE,109
SSRN,04/03/2020,TRUE,443
SSRN,04/03/2020,TRUE,290
SSRN,04/03/2020,TRUE,268
SSRN,04/03/2020,TRUE,502
SSRN,04/03/2020,TRUE,478
SSRN,04/03/2020,TRUE,67
SSRN,04/03/2020,FALSE,32
SSRN,05/03/2020,TRUE,14682
SSRN,05/03/2020,FALSE,58
SSRN,05/03/2020,TRUE,0
SSRN,05/03/2020,FALSE,575
SSRN,05/03/2020,TRUE,846
SSRN,06/03/2020,TRUE,56
SSRN,06/03/2020,TRUE,1229
SSRN,06/03/2020,TRUE,223
SSRN,06/03/2020,TRUE,458
SSRN,06/03/2020,TRUE,770
SSRN,06/03/2020,TRUE,99
SSRN,06/03/2020,TRUE,160
SSRN,06/03/2020,TRUE,168
SSRN,06/03/2020,TRUE,56
SSRN,06/03/2020,TRUE,60
SSRN,06/03/2020,TRUE,635
SSRN,06/03/2020,TRUE,1098
SSRN,06/03/2020,TRUE,133
SSRN,06/03/2020,TRUE,110
SSRN,06/03/2020,TRUE,141
SSRN,06/03/2020,TRUE,216
SSRN,06/03/2020,TRUE,1016
SSRN,06/03/2020,TRUE,335
SSRN,06/03/2020,TRUE,100
SSRN,06/03/2020,TRUE,449
SSRN,06/03/2020,TRUE,5525
SSRN,07/03/2020,TRUE,745
SSRN,07/03/2020,TRUE,132593
SSRN,08/03/2020,TRUE,354
SSRN,08/03/2020,FALSE,155
SSRN,08/03/2020,TRUE,2415
SSRN,09/03/2020,TRUE,2222
SSRN,09/03/2020,TRUE,89
SSRN,09/03/2020,TRUE,1472
SSRN,09/03/2020,TRUE,317
SSRN,09/03/2020,TRUE,141
SSRN,09/03/2020,TRUE,95
SSRN,09/03/2020,TRUE,102
SSRN,09/03/2020,TRUE,204
SSRN,09/03/2020,TRUE,104
SSRN,09/03/2020,TRUE,351
SSRN,09/03/2020,TRUE,133
SSRN,09/03/2020,TRUE,72
SSRN,09/03/2020,TRUE,124
SSRN,09/03/2020,TRUE,1753
SSRN,09/03/2020,TRUE,165
SSRN,09/03/2020,TRUE,1808
SSRN,09/03/2020,TRUE,908
SSRN,09/03/2020,TRUE,110
SSRN,09/03/2020,TRUE,369
SSRN,09/03/2020,TRUE,318
SSRN,09/03/2020,TRUE,964
SSRN,09/03/2020,TRUE,385
SSRN,09/03/2020,TRUE,141
SSRN,09/03/2020,TRUE,174
SSRN,09/03/2020,TRUE,389
SSRN,09/03/2020,TRUE,88
SSRN,09/03/2020,TRUE,166
SSRN,09/03/2020,TRUE,257
SSRN,09/03/2020,TRUE,269
SSRN,09/03/2020,TRUE,435
SSRN,09/03/2020,TRUE,209
SSRN,09/03/2020,TRUE,141
SSRN,09/03/2020,TRUE,123
SSRN,09/03/2020,TRUE,104
SSRN,09/03/2020,TRUE,85
SSRN,09/03/2020,TRUE,154
SSRN,09/03/2020,TRUE,94
SSRN,09/03/2020,TRUE,84
SSRN,09/03/2020,TRUE,107
SSRN,09/03/2020,TRUE,52
SSRN,09/03/2020,TRUE,752
SSRN,09/03/2020,TRUE,120
SSRN,09/03/2020,TRUE,51
SSRN,09/03/2020,TRUE,36
SSRN,09/03/2020,TRUE,268
SSRN,09/03/2020,TRUE,314
SSRN,09/03/2020,TRUE,3701
SSRN,09/03/2020,TRUE,5
SSRN,09/03/2020,TRUE,373
SSRN,10/03/2020,TRUE,4
SSRN,10/03/2020,TRUE,69035
SSRN,10/03/2020,TRUE,711
SSRN,10/03/2020,FALSE,180
SSRN,10/03/2020,FALSE,1271
SSRN,11/03/2020,TRUE,190
SSRN,11/03/2020,TRUE,383
SSRN,11/03/2020,TRUE,1956
SSRN,11/03/2020,TRUE,102
SSRN,11/03/2020,TRUE,90
SSRN,11/03/2020,TRUE,1197
SSRN,11/03/2020,TRUE,84
SSRN,11/03/2020,TRUE,46
SSRN,11/03/2020,TRUE,57
SSRN,11/03/2020,TRUE,69
SSRN,11/03/2020,TRUE,97
SSRN,11/03/2020,FALSE,108
SSRN,11/03/2020,TRUE,128
SSRN,11/03/2020,TRUE,83
SSRN,11/03/2020,TRUE,96
SSRN,11/03/2020,TRUE,80
SSRN,11/03/2020,TRUE,137
SSRN,11/03/2020,TRUE,49
SSRN,11/03/2020,TRUE,132
SSRN,11/03/2020,TRUE,157
SSRN,11/03/2020,TRUE,100
SSRN,11/03/2020,TRUE,125
SSRN,11/03/2020,TRUE,308
SSRN,12/03/2020,FALSE,556
SSRN,12/03/2020,FALSE,57
SSRN,12/03/2020,TRUE,2355
SSRN,13/03/2020,FALSE,75
SSRN,13/03/2020,TRUE,1938
SSRN,13/03/2020,FALSE,137
SSRN,14/03/2020,FALSE,311
SSRN,14/03/2020,FALSE,2
SSRN,14/03/2020,TRUE,2
SSRN,14/03/2020,TRUE,1002
SSRN,14/03/2020,TRUE,139
SSRN,14/03/2020,TRUE,528
SSRN,15/03/2020,TRUE,1253
SSRN,15/03/2020,TRUE,133
SSRN,15/03/2020,TRUE,1345
SSRN,15/03/2020,TRUE,344
SSRN,15/03/2020,TRUE,650
SSRN,16/03/2020,TRUE,824
SSRN,16/03/2020,TRUE,1136
SSRN,16/03/2020,TRUE,1693
SSRN,16/03/2020,TRUE,86
SSRN,16/03/2020,TRUE,126
SSRN,16/03/2020,TRUE,312
SSRN,16/03/2020,TRUE,139
SSRN,16/03/2020,TRUE,182
SSRN,16/03/2020,TRUE,392
SSRN,16/03/2020,TRUE,146
SSRN,16/03/2020,TRUE,69
SSRN,16/03/2020,TRUE,94
SSRN,16/03/2020,TRUE,159
SSRN,16/03/2020,TRUE,149
SSRN,16/03/2020,TRUE,92
SSRN,16/03/2020,TRUE,161
SSRN,16/03/2020,TRUE,135
SSRN,16/03/2020,TRUE,167
SSRN,16/03/2020,TRUE,134
SSRN,16/03/2020,TRUE,78
SSRN,16/03/2020,TRUE,103
SSRN,16/03/2020,TRUE,208
SSRN,16/03/2020,TRUE,247
SSRN,16/03/2020,TRUE,76
SSRN,16/03/2020,TRUE,145
SSRN,16/03/2020,TRUE,661
SSRN,16/03/2020,TRUE,1096
SSRN,16/03/2020,TRUE,1021
SSRN,16/03/2020,TRUE,89
SSRN,17/03/2020,TRUE,3486
SSRN,17/03/2020,TRUE,431
SSRN,17/03/2020,TRUE,638
SSRN,17/03/2020,TRUE,198
SSRN,17/03/2020,TRUE,581
SSRN,17/03/2020,TRUE,400
SSRN,17/03/2020,TRUE,1271
SSRN,17/03/2020,TRUE,115
SSRN,17/03/2020,TRUE,181
SSRN,17/03/2020,TRUE,677
SSRN,17/03/2020,FALSE,696
SSRN,17/03/2020,TRUE,66
SSRN,17/03/2020,TRUE,246
SSRN,17/03/2020,TRUE,8646
SSRN,17/03/2020,TRUE,1
SSRN,17/03/2020,TRUE,94
SSRN,17/03/2020,TRUE,2635
SSRN,18/03/2020,TRUE,859
SSRN,18/03/2020,TRUE,909
SSRN,18/03/2020,FALSE,13
SSRN,18/03/2020,TRUE,402
SSRN,18/03/2020,FALSE,246
SSRN,18/03/2020,TRUE,631
SSRN,18/03/2020,TRUE,80
SSRN,18/03/2020,TRUE,133
SSRN,18/03/2020,FALSE,313
SSRN,18/03/2020,TRUE,117
SSRN,18/03/2020,TRUE,100
SSRN,18/03/2020,TRUE,252
SSRN,18/03/2020,TRUE,48
SSRN,18/03/2020,TRUE,53
SSRN,18/03/2020,TRUE,154
SSRN,18/03/2020,TRUE,521
SSRN,18/03/2020,TRUE,90
SSRN,18/03/2020,TRUE,2907
SSRN,18/03/2020,TRUE,177
SSRN,18/03/2020,TRUE,89
SSRN,18/03/2020,TRUE,76
SSRN,18/03/2020,TRUE,82
SSRN,18/03/2020,TRUE,749
SSRN,18/03/2020,TRUE,62
SSRN,18/03/2020,TRUE,85
SSRN,18/03/2020,TRUE,133
SSRN,18/03/2020,TRUE,74
SSRN,18/03/2020,FALSE,214
SSRN,18/03/2020,TRUE,199
SSRN,18/03/2020,TRUE,114
SSRN,18/03/2020,TRUE,76
SSRN,18/03/2020,FALSE,120
SSRN,19/03/2020,TRUE,17994
SSRN,19/03/2020,TRUE,58
SSRN,19/03/2020,TRUE,1351
SSRN,19/03/2020,TRUE,2
SSRN,19/03/2020,FALSE,79
SSRN,19/03/2020,FALSE,873
SSRN,19/03/2020,TRUE,560
SSRN,19/03/2020,TRUE,47211
SSRN,19/03/2020,FALSE,1756
SSRN,19/03/2020,FALSE,60
SSRN,20/03/2020,TRUE,4
SSRN,20/03/2020,TRUE,2297
SSRN,20/03/2020,TRUE,28
SSRN,20/03/2020,TRUE,550
SSRN,20/03/2020,TRUE,41
SSRN,20/03/2020,TRUE,46
SSRN,20/03/2020,TRUE,260
SSRN,20/03/2020,TRUE,185
SSRN,20/03/2020,TRUE,152
SSRN,20/03/2020,TRUE,175
SSRN,20/03/2020,TRUE,76
SSRN,20/03/2020,TRUE,67
SSRN,20/03/2020,TRUE,48
SSRN,20/03/2020,TRUE,141
SSRN,20/03/2020,TRUE,125
SSRN,20/03/2020,TRUE,79
SSRN,20/03/2020,TRUE,38
SSRN,20/03/2020,TRUE,147
SSRN,20/03/2020,TRUE,162
SSRN,20/03/2020,TRUE,304
SSRN,20/03/2020,TRUE,45
SSRN,20/03/2020,TRUE,96
SSRN,20/03/2020,TRUE,192
SSRN,20/03/2020,FALSE,1126
SSRN,20/03/2020,FALSE,14
SSRN,20/03/2020,TRUE,2645
SSRN,21/03/2020,TRUE,234
SSRN,21/03/2020,TRUE,549
SSRN,21/03/2020,FALSE,38
SSRN,21/03/2020,TRUE,414
SSRN,21/03/2020,TRUE,504
SSRN,21/03/2020,TRUE,600
SSRN,22/03/2020,FALSE,305
SSRN,22/03/2020,TRUE,0
SSRN,22/03/2020,TRUE,83
SSRN,22/03/2020,TRUE,386
SSRN,22/03/2020,FALSE,229
SSRN,22/03/2020,TRUE,288
SSRN,22/03/2020,TRUE,299
SSRN,22/03/2020,TRUE,2700
SSRN,22/03/2020,TRUE,3
SSRN,22/03/2020,TRUE,3826
SSRN,23/03/2020,TRUE,517
SSRN,23/03/2020,TRUE,72
SSRN,23/03/2020,TRUE,50
SSRN,23/03/2020,TRUE,189
SSRN,23/03/2020,TRUE,147
SSRN,23/03/2020,TRUE,266
SSRN,23/03/2020,TRUE,1181
SSRN,23/03/2020,TRUE,61
SSRN,23/03/2020,TRUE,188
SSRN,23/03/2020,TRUE,114
SSRN,23/03/2020,TRUE,137
SSRN,23/03/2020,TRUE,95
SSRN,23/03/2020,TRUE,109
SSRN,23/03/2020,TRUE,56
SSRN,23/03/2020,TRUE,115
SSRN,23/03/2020,TRUE,451
SSRN,23/03/2020,TRUE,82
SSRN,23/03/2020,TRUE,94
SSRN,23/03/2020,TRUE,109
SSRN,23/03/2020,TRUE,523
SSRN,23/03/2020,TRUE,201
SSRN,23/03/2020,TRUE,126
SSRN,23/03/2020,TRUE,83
SSRN,23/03/2020,TRUE,54
SSRN,23/03/2020,TRUE,78
SSRN,23/03/2020,TRUE,73
SSRN,23/03/2020,TRUE,106
SSRN,23/03/2020,TRUE,83
SSRN,23/03/2020,TRUE,104
SSRN,23/03/2020,TRUE,636
SSRN,23/03/2020,TRUE,115
SSRN,23/03/2020,TRUE,803
SSRN,23/03/2020,TRUE,258
SSRN,23/03/2020,TRUE,116
SSRN,23/03/2020,TRUE,201
SSRN,23/03/2020,TRUE,83
SSRN,23/03/2020,TRUE,95
SSRN,23/03/2020,TRUE,197
SSRN,23/03/2020,TRUE,57
SSRN,23/03/2020,TRUE,687
SSRN,23/03/2020,FALSE,288
SSRN,24/03/2020,TRUE,203
SSRN,24/03/2020,TRUE,1510
SSRN,24/03/2020,TRUE,570
SSRN,24/03/2020,TRUE,247
SSRN,24/03/2020,TRUE,95
SSRN,24/03/2020,TRUE,210
SSRN,24/03/2020,TRUE,1
SSRN,24/03/2020,FALSE,126
SSRN,24/03/2020,TRUE,493
SSRN,24/03/2020,TRUE,1
SSRN,24/03/2020,TRUE,8
SSRN,24/03/2020,FALSE,0
SSRN,24/03/2020,FALSE,1
SSRN,24/03/2020,TRUE,12
SSRN,24/03/2020,TRUE,340
SSRN,24/03/2020,TRUE,929
SSRN,24/03/2020,TRUE,537
SSRN,24/03/2020,TRUE,1711
SSRN,25/03/2020,TRUE,367
SSRN,25/03/2020,FALSE,283
SSRN,25/03/2020,TRUE,957
SSRN,25/03/2020,TRUE,508
SSRN,25/03/2020,TRUE,379
SSRN,25/03/2020,TRUE,300
SSRN,25/03/2020,FALSE,6263
SSRN,25/03/2020,TRUE,204
SSRN,25/03/2020,TRUE,1619
SSRN,25/03/2020,TRUE,441
SSRN,25/03/2020,TRUE,49
SSRN,25/03/2020,FALSE,225
SSRN,25/03/2020,TRUE,0
SSRN,25/03/2020,FALSE,147
SSRN,25/03/2020,FALSE,119
SSRN,25/03/2020,TRUE,387
SSRN,25/03/2020,FALSE,11191
SSRN,25/03/2020,FALSE,3089
SSRN,25/03/2020,TRUE,565
SSRN,26/03/2020,TRUE,63
SSRN,26/03/2020,FALSE,0
SSRN,26/03/2020,TRUE,515
SSRN,26/03/2020,TRUE,84
SSRN,26/03/2020,TRUE,783
SSRN,26/03/2020,TRUE,435
SSRN,26/03/2020,TRUE,344
SSRN,26/03/2020,TRUE,402
SSRN,26/03/2020,TRUE,103
SSRN,26/03/2020,TRUE,89
SSRN,26/03/2020,TRUE,4609
SSRN,26/03/2020,TRUE,0
SSRN,26/03/2020,FALSE,31
SSRN,26/03/2020,FALSE,22
SSRN,26/03/2020,TRUE,542
SSRN,26/03/2020,TRUE,52
SSRN,26/03/2020,TRUE,235
SSRN,26/03/2020,TRUE,8260
SSRN,26/03/2020,TRUE,1340
SSRN,27/03/2020,TRUE,10449
SSRN,27/03/2020,FALSE,488
SSRN,27/03/2020,TRUE,33
SSRN,27/03/2020,TRUE,185
SSRN,27/03/2020,TRUE,1009
SSRN,27/03/2020,TRUE,290
SSRN,27/03/2020,TRUE,612
SSRN,27/03/2020,TRUE,395
SSRN,27/03/2020,TRUE,156
SSRN,27/03/2020,TRUE,1
SSRN,27/03/2020,FALSE,54
SSRN,27/03/2020,FALSE,14
SSRN,27/03/2020,TRUE,45
SSRN,27/03/2020,TRUE,280
SSRN,27/03/2020,TRUE,185
SSRN,27/03/2020,TRUE,170
SSRN,27/03/2020,FALSE,1
SSRN,27/03/2020,TRUE,158
SSRN,27/03/2020,TRUE,176
SSRN,27/03/2020,TRUE,185
SSRN,27/03/2020,TRUE,121
SSRN,27/03/2020,TRUE,277
SSRN,27/03/2020,TRUE,136
SSRN,27/03/2020,TRUE,118
SSRN,27/03/2020,TRUE,259
SSRN,27/03/2020,TRUE,118
SSRN,27/03/2020,TRUE,92
SSRN,27/03/2020,TRUE,259
SSRN,27/03/2020,TRUE,93
SSRN,27/03/2020,TRUE,86
SSRN,27/03/2020,TRUE,123
SSRN,27/03/2020,TRUE,63
SSRN,27/03/2020,TRUE,48
SSRN,27/03/2020,TRUE,682
SSRN,27/03/2020,FALSE,59
SSRN,27/03/2020,TRUE,1092
SSRN,27/03/2020,TRUE,13287
SSRN,27/03/2020,TRUE,1674
SSRN,27/03/2020,TRUE,149
SSRN,27/03/2020,FALSE,35
SSRN,27/03/2020,TRUE,116
SSRN,28/03/2020,TRUE,3760
SSRN,28/03/2020,FALSE,6
SSRN,28/03/2020,TRUE,139
SSRN,28/03/2020,FALSE,1218
SSRN,28/03/2020,TRUE,105
SSRN,28/03/2020,TRUE,4677
SSRN,28/03/2020,TRUE,117
SSRN,28/03/2020,TRUE,339
SSRN,28/03/2020,TRUE,289
SSRN,28/03/2020,TRUE,779
SSRN,28/03/2020,TRUE,12962
SSRN,28/03/2020,FALSE,0
SSRN,28/03/2020,TRUE,456
SSRN,28/03/2020,TRUE,819
SSRN,29/03/2020,TRUE,182
SSRN,29/03/2020,TRUE,139
SSRN,29/03/2020,TRUE,3994
SSRN,29/03/2020,FALSE,70
SSRN,29/03/2020,TRUE,1201
SSRN,29/03/2020,TRUE,44
SSRN,29/03/2020,TRUE,515
SSRN,29/03/2020,TRUE,133
SSRN,29/03/2020,TRUE,551
SSRN,29/03/2020,TRUE,414
SSRN,29/03/2020,TRUE,1690
SSRN,29/03/2020,TRUE,241
SSRN,29/03/2020,TRUE,277
SSRN,29/03/2020,TRUE,523
SSRN,29/03/2020,FALSE,2
SSRN,30/03/2020,FALSE,1
SSRN,30/03/2020,TRUE,7
SSRN,30/03/2020,TRUE,8
SSRN,30/03/2020,TRUE,8
SSRN,30/03/2020,TRUE,7783
SSRN,30/03/2020,TRUE,22
SSRN,30/03/2020,TRUE,530
SSRN,30/03/2020,TRUE,63
SSRN,30/03/2020,TRUE,317
SSRN,30/03/2020,TRUE,172
SSRN,30/03/2020,TRUE,131
SSRN,30/03/2020,TRUE,43
SSRN,30/03/2020,TRUE,150
SSRN,30/03/2020,TRUE,79
SSRN,30/03/2020,TRUE,188
SSRN,30/03/2020,TRUE,124
SSRN,30/03/2020,TRUE,39
SSRN,30/03/2020,TRUE,66
SSRN,30/03/2020,TRUE,61
SSRN,30/03/2020,TRUE,149
SSRN,30/03/2020,TRUE,171
SSRN,30/03/2020,TRUE,888
SSRN,30/03/2020,TRUE,100
SSRN,30/03/2020,TRUE,99
SSRN,30/03/2020,TRUE,730
SSRN,30/03/2020,FALSE,29
SSRN,30/03/2020,TRUE,478
SSRN,30/03/2020,TRUE,41
SSRN,30/03/2020,FALSE,4
SSRN,30/03/2020,TRUE,450
SSRN,31/03/2020,TRUE,1480
SSRN,31/03/2020,FALSE,168
SSRN,31/03/2020,FALSE,127
SSRN,31/03/2020,TRUE,1186
SSRN,31/03/2020,TRUE,245
SSRN,31/03/2020,TRUE,737
SSRN,31/03/2020,TRUE,463
SSRN,31/03/2020,TRUE,49
SSRN,31/03/2020,TRUE,269
SSRN,31/03/2020,TRUE,2
SSRN,31/03/2020,FALSE,700
SSRN,31/03/2020,FALSE,2
SSRN,31/03/2020,FALSE,110
SSRN,31/03/2020,TRUE,48
SSRN,31/03/2020,FALSE,73
SSRN,31/03/2020,TRUE,158
SSRN,31/03/2020,FALSE,73
SSRN,31/03/2020,TRUE,589
SSRN,31/03/2020,TRUE,35
SSRN,31/03/2020,TRUE,526
SSRN,01/04/2020,TRUE,493
SSRN,01/04/2020,TRUE,337
SSRN,01/04/2020,TRUE,265
SSRN,01/04/2020,TRUE,162
SSRN,01/04/2020,TRUE,2
SSRN,01/04/2020,TRUE,210
SSRN,01/04/2020,TRUE,93
SSRN,01/04/2020,TRUE,207
SSRN,01/04/2020,TRUE,53
SSRN,01/04/2020,TRUE,1019
SSRN,01/04/2020,FALSE,1132
SSRN,01/04/2020,TRUE,1675
SSRN,01/04/2020,TRUE,191
SSRN,01/04/2020,TRUE,126
SSRN,01/04/2020,TRUE,71
SSRN,01/04/2020,TRUE,193
SSRN,01/04/2020,FALSE,18
SSRN,01/04/2020,TRUE,124
SSRN,01/04/2020,TRUE,136
SSRN,01/04/2020,TRUE,60
SSRN,01/04/2020,TRUE,2
SSRN,01/04/2020,TRUE,35
SSRN,01/04/2020,TRUE,171
SSRN,01/04/2020,TRUE,862
SSRN,01/04/2020,FALSE,40
SSRN,01/04/2020,TRUE,70
SSRN,01/04/2020,TRUE,105
SSRN,01/04/2020,TRUE,114
SSRN,01/04/2020,TRUE,40
SSRN,01/04/2020,TRUE,44
SSRN,01/04/2020,TRUE,240
SSRN,01/04/2020,TRUE,152
SSRN,01/04/2020,TRUE,224
SSRN,01/04/2020,TRUE,206
SSRN,01/04/2020,TRUE,115
SSRN,01/04/2020,FALSE,29
SSRN,01/04/2020,TRUE,57
SSRN,01/04/2020,TRUE,82
SSRN,01/04/2020,TRUE,40
SSRN,01/04/2020,TRUE,331
SSRN,01/04/2020,TRUE,297
SSRN,01/04/2020,TRUE,65
SSRN,01/04/2020,TRUE,191
SSRN,01/04/2020,TRUE,509
SSRN,01/04/2020,TRUE,103
SSRN,01/04/2020,TRUE,220
SSRN,01/04/2020,TRUE,95
SSRN,01/04/2020,TRUE,91
SSRN,01/04/2020,TRUE,122
SSRN,01/04/2020,TRUE,1635
SSRN,01/04/2020,TRUE,79
SSRN,01/04/2020,TRUE,339
SSRN,01/04/2020,TRUE,45
SSRN,01/04/2020,TRUE,60
SSRN,01/04/2020,TRUE,102
SSRN,01/04/2020,TRUE,1465
SSRN,01/04/2020,FALSE,40
SSRN,01/04/2020,TRUE,33
SSRN,01/04/2020,TRUE,138
SSRN,01/04/2020,TRUE,216
SSRN,01/04/2020,TRUE,233
SSRN,01/04/2020,FALSE,333
SSRN,01/04/2020,TRUE,10511
SSRN,01/04/2020,TRUE,276
SSRN,01/04/2020,TRUE,964
SSRN,01/04/2020,TRUE,135
SSRN,01/04/2020,TRUE,1282
SSRN,01/04/2020,TRUE,71
SSRN,01/04/2020,TRUE,660
SSRN,01/04/2020,TRUE,130
SSRN,02/04/2020,FALSE,11
SSRN,02/04/2020,FALSE,137
SSRN,02/04/2020,TRUE,407
SSRN,02/04/2020,TRUE,0
SSRN,02/04/2020,TRUE,152
SSRN,02/04/2020,TRUE,229
SSRN,02/04/2020,FALSE,244
SSRN,02/04/2020,TRUE,299
SSRN,02/04/2020,FALSE,179
SSRN,02/04/2020,TRUE,0
SSRN,02/04/2020,TRUE,273
SSRN,02/04/2020,TRUE,674
SSRN,02/04/2020,TRUE,188
SSRN,02/04/2020,TRUE,162
SSRN,02/04/2020,TRUE,1209
SSRN,02/04/2020,TRUE,1012
